customer,state,customer lifetime value,response,coverage,education,effective to date,employment status,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month,response_numerical,claims
ZL45417,California,3467.323976,No,Extended,High School or Below,1/18/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,96,2.0,53,0.0,1,Personal Auto,Personal L3,Offer3,Agent,799.251165,Two-Door Car,Small,A,1,0,"(773.434, 2893.24]"
PY17715,California,3427.154407,No,Extended,Master,2/27/11,Employed,F,"(44428.0, 68532.8]",Rural,Single,86,25.0,44,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,73.27252,Two-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
NU64028,Nevada,12265.60041,No,Basic,Bachelor,1/1/11,Employed,M,"(25820.0, 44428.0]",Suburban,Divorced,103,8.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Branch,494.4,Sports Car,Small,A,1,0,"(453.6, 513.6]"
II92123,Oregon,9431.376818,No,Extended,High School or Below,2/21/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,79,4.0,35,0.0,2,Personal Auto,Personal L2,Offer2,Agent,2.823303,Two-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
XZ58588,Arizona,8447.801005,No,Premium,High School or Below,1/9/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Divorced,114,2.0,45,0.0,7,Corporate Auto,Corporate L2,Offer1,Agent,547.2,Four-Door Car,Small,A,1,0,"(513.6, 599.062]"
JQ65500,Oregon,8620.997439,No,Premium,Bachelor,2/24/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,108,30.0,57,0.0,3,Corporate Auto,Corporate L2,Offer1,Web,518.4,Two-Door Car,Medsize,A,2,0,"(513.6, 599.062]"
TL18087,Washington,3059.282091,No,Extended,Bachelor,2/27/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,77,30.0,68,0.0,1,Personal Auto,Personal L2,Offer2,Web,369.6,Four-Door Car,Medsize,M,2,0,"(334.039, 383.945]"
NE73773,Oregon,3974.858481,No,Basic,High School or Below,2/10/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Divorced,113,1.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Branch,542.4,SUV,Small,M,2,0,"(513.6, 599.062]"
HJ21793,Oregon,4648.539191,No,Extended,Bachelor,1/1/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,121,11.0,10,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,1080.559002,SUV,Medsize,A,1,0,"(773.434, 2893.24]"
VB65967,California,27430.14468,No,Extended,Bachelor,1/18/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,138,3.0,58,0.0,2,Personal Auto,Personal L2,Offer1,Branch,386.258495,SUV,Medsize,A,1,0,"(383.945, 453.6]"
XT41916,California,5143.865361,No,Basic,High School or Below,2/11/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,72,9.0,84,0.0,3,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,Medsize,M,2,0,"(334.039, 383.945]"
EV66951,Nevada,14032.59376,No,Basic,Master,2/18/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,191,14.0,94,1.0,8,Corporate Auto,Corporate L3,Offer2,Web,916.8,Luxury Car,Medsize,M,2,0,"(773.434, 2893.24]"
OT24208,California,12390.47778,No,Basic,Bachelor,1/5/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Married,66,8.0,48,0.0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Four-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
GI25850,Arizona,17085.41462,No,Basic,High School or Below,1/31/11,Employed,F,"(-0.001, 25820.0]",Rural,Married,62,2.0,24,1.0,2,Personal Auto,Personal L3,Offer3,Call Center,9.832575,Four-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
UF49068,California,7754.666388,No,Basic,College,2/22/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,117,2.0,36,0.0,3,Corporate Auto,Corporate L3,Offer3,Agent,918.655051,SUV,Medsize,A,2,0,"(773.434, 2893.24]"
GN80437,Oregon,3444.967503,No,Extended,College,2/28/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,91,28.0,59,0.0,1,Special Auto,Special L2,Offer2,Branch,596.050118,Four-Door Car,Medsize,A,2,0,"(513.6, 599.062]"
JB60515,Washington,2513.971107,No,Basic,High School or Below,1/29/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,63,24.0,80,0.0,1,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
PZ94965,California,5733.213979,No,Basic,High School or Below,2/4/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,71,10.0,5,0.0,6,Personal Auto,Personal L3,Offer1,Agent,142.932303,Four-Door Car,Large,A,2,0,"(104.085, 212.799]"
DZ64604,California,12269.41862,No,Premium,High School or Below,2/12/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,154,13.0,7,0.0,5,Personal Auto,Personal L3,Offer2,Branch,739.2,SUV,Small,A,2,0,"(599.062, 773.434]"
IZ55070,Nevada,5339.488286,No,Basic,High School or Below,1/7/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,69,7.0,24,4.0,8,Personal Auto,Personal L2,Offer2,Web,331.2,Four-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
XE86547,Oregon,5143.647642,No,Basic,College,1/10/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,65,24.0,71,0.0,6,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,Small,A,1,0,"(302.4, 334.039]"
RU72450,California,6980.325287,No,Basic,Bachelor,1/25/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,67,20.0,14,0.0,2,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
KA77514,Washington,2734.149158,No,Basic,High School or Below,2/2/11,Employed,M,"(25820.0, 44428.0]",Urban,Married,69,15.0,16,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,255.946801,Four-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
IO57824,Arizona,2953.797658,No,Extended,Bachelor,2/2/11,Unemployed,M,"(-0.001, 25820.0]",Urban,Married,87,25.0,6,2.0,1,Personal Auto,Personal L2,Offer2,Web,414.190987,Four-Door Car,Medsize,M,2,0,"(383.945, 453.6]"
CI27304,California,9320.090224,No,Extended,College,1/13/11,Employed,M,"(25820.0, 44428.0]",Urban,Married,81,0.0,71,2.0,2,Personal Auto,Personal L2,Offer2,Agent,329.980754,Four-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
AZ87715,California,26864.20332,No,Basic,High School or Below,2/15/11,Employed,F,"(68532.8, 99981.0]",Urban,Divorced,74,0.0,41,0.0,2,Personal Auto,Personal L1,Offer3,Branch,332.224293,Four-Door Car,Medsize,A,2,0,"(302.4, 334.039]"
QA78691,Nevada,16388.09542,No,Basic,Bachelor,1/13/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,68,5.0,4,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,483.578159,Four-Door Car,Large,A,1,0,"(453.6, 513.6]"
WS36101,Oregon,2348.028868,No,Basic,High School or Below,1/19/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,63,21.0,61,0.0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
NC76877,California,4905.127076,No,Basic,Bachelor,2/3/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,61,2.0,43,0.0,3,Corporate Auto,Corporate L2,Offer2,Web,188.717606,Four-Door Car,Small,M,2,0,"(104.085, 212.799]"
EQ68292,Arizona,5334.784887,No,Basic,Bachelor,2/19/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,68,2.0,34,0.0,5,Corporate Auto,Corporate L3,Offer4,Agent,109.112713,Two-Door Car,Small,A,2,0,"(104.085, 212.799]"
TC88451,Nevada,5738.277584,No,Basic,High School or Below,1/15/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,71,11.0,37,0.0,6,Personal Auto,Personal L1,Offer4,Call Center,337.727542,Four-Door Car,Medsize,A,1,0,"(334.039, 383.945]"
RZ13254,Nevada,7562.824036,No,Basic,Bachelor,1/15/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,73,23.0,91,0.0,2,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,Large,A,1,0,"(334.039, 383.945]"
TP20456,Arizona,9090.269181,No,Extended,High School or Below,1/1/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,229,28.0,70,0.0,1,Personal Auto,Personal L2,Offer3,Agent,1550.375183,Luxury SUV,Medsize,A,1,0,"(773.434, 2893.24]"
UQ82778,Oregon,4540.9925,No,Basic,High School or Below,2/14/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,61,14.0,4,0.0,3,Personal Auto,Personal L1,Offer2,Agent,486.121464,Two-Door Car,Medsize,M,2,0,"(453.6, 513.6]"
OT66924,Oregon,4681.52815,No,Basic,Bachelor,1/26/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Married,72,2.0,94,5.0,4,Personal Auto,Personal L2,Offer3,Call Center,439.772868,Four-Door Car,Medsize,A,1,0,"(383.945, 453.6]"
QZ24527,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,"(25820.0, 44428.0]",Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize,A,1,1,"(453.6, 513.6]"
TN39471,Arizona,3398.007367,No,Extended,High School or Below,2/8/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,92,7.0,75,0.0,1,Personal Auto,Personal L2,Offer4,Agent,611.844584,Two-Door Car,Medsize,A,2,0,"(599.062, 773.434]"
WA24038,Oregon,4595.457544,No,Basic,Bachelor,2/19/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,117,18.0,96,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,4.074222,SUV,Medsize,A,2,0,"(0.098, 104.085]"
KY48450,Oregon,7334.517166,No,Basic,College,1/9/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,181,31.0,88,0.0,1,Personal Auto,Personal L1,Offer3,Agent,124.447153,Luxury Car,Medsize,A,1,0,"(104.085, 212.799]"
RJ99408,California,5377.014781,No,Basic,High School or Below,2/23/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,68,13.0,11,0.0,9,Personal Auto,Personal L1,Offer3,Branch,326.4,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
KW95891,Oregon,2635.148447,No,Basic,High School or Below,1/28/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,65,7.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,312.0,Four-Door Car,Small,M,1,0,"(302.4, 334.039]"
BF54215,California,11373.98852,No,Extended,Master,1/12/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,94,15.0,26,3.0,2,Personal Auto,Personal L1,Offer3,Agent,225.641724,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
ZF84966,Nevada,44856.11397,No,Extended,Doctor,2/22/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,123,35.0,54,0.0,2,Corporate Auto,Corporate L1,Offer1,Call Center,482.550044,SUV,Medsize,A,2,0,"(453.6, 513.6]"
CH38655,Oregon,14203.6226,No,Basic,Bachelor,1/16/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,71,26.0,40,0.0,2,Personal Auto,Personal L3,Offer4,Agent,165.057816,Four-Door Car,Medsize,A,1,0,"(104.085, 212.799]"
KI82366,Arizona,7412.962014,No,Premium,College,1/13/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,112,32.0,74,0.0,5,Personal Auto,Personal L3,Offer4,Call Center,806.4,Four-Door Car,Medsize,M,1,0,"(773.434, 2893.24]"
JP82211,California,33873.18123,No,Basic,College,2/18/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,105,1.0,79,0.0,2,Personal Auto,Personal L2,Offer1,Agent,476.486416,SUV,Small,M,2,0,"(453.6, 513.6]"
UH76249,Arizona,9087.586819,No,Extended,High School or Below,1/5/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,80,7.0,77,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,384.0,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
DB79694,Arizona,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,"(44428.0, 68532.8]",Suburban,Divorced,76,16.0,56,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize,A,2,1,"(513.6, 599.062]"
AS60178,Nevada,2796.870102,No,Basic,Bachelor,1/30/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,70,34.0,9,1.0,1,Corporate Auto,Corporate L3,Offer1,Agent,186.608147,Four-Door Car,Small,A,1,0,"(104.085, 212.799]"
EM78211,Oregon,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,87,4.0,4,3.0,1,Special Auto,Special L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,M,2,1,"(383.945, 453.6]"
RR47424,California,21766.83059,No,Premium,High School or Below,1/24/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,290,11.0,18,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,1550.596808,Luxury Car,Medsize,A,1,0,"(773.434, 2893.24]"
YZ56105,California,6409.627461,No,Extended,High School or Below,1/11/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,99,14.0,48,2.0,9,Personal Auto,Personal L1,Offer1,Branch,712.8,Two-Door Car,Medsize,A,1,0,"(599.062, 773.434]"
CD27895,California,7637.111954,No,Basic,Bachelor,1/14/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,71,1.0,29,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,340.8,Four-Door Car,Large,A,1,0,"(334.039, 383.945]"
OX59701,California,5445.81699,No,Extended,High School or Below,1/20/11,Employed,M,"(-0.001, 25820.0]",Suburban,Married,139,14.0,9,1.0,1,Personal Auto,Personal L2,Offer4,Branch,667.2,SUV,Medsize,A,1,0,"(599.062, 773.434]"
PD30266,California,5015.643575,No,Extended,College,2/10/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,125,5.0,57,0.0,1,Special Auto,Special L1,Offer1,Branch,537.315879,SUV,Medsize,A,2,0,"(513.6, 599.062]"
UQ67668,Nevada,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,70,21.0,50,0.0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,A,1,1,"(383.945, 453.6]"
IE29890,Oregon,8861.482361,No,Basic,High School or Below,1/22/11,Employed,F,"(44428.0, 68532.8]",Suburban,Divorced,113,6.0,35,1.0,5,Personal Auto,Personal L3,Offer2,Branch,542.4,SUV,Medsize,A,1,0,"(513.6, 599.062]"
ZM75468,Nevada,10745.97948,No,Extended,College,1/31/11,Employed,M,"(25820.0, 44428.0]",Suburban,Divorced,91,8.0,56,0.0,2,Personal Auto,Personal L1,Offer1,Agent,436.8,Four-Door Car,Small,A,1,0,"(383.945, 453.6]"
IO63361,Arizona,4880.713626,No,Extended,College,2/16/11,Employed,M,"(44428.0, 68532.8]",Rural,Divorced,124,16.0,89,0.0,1,Personal Auto,Personal L1,Offer1,Branch,282.500791,SUV,Medsize,M,2,0,"(212.799, 302.4]"
QD69852,Oregon,2912.235077,No,Extended,Bachelor,1/23/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,88,29.0,81,0.0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Medsize,A,1,0,"(599.062, 773.434]"
DO48071,California,2795.410029,No,Basic,College,1/31/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,70,21.0,31,0.0,1,Personal Auto,Personal L3,Offer2,Web,137.168874,Two-Door Car,Small,M,1,0,"(104.085, 212.799]"
ZK38095,California,2369.439009,No,Basic,Bachelor,2/14/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,68,35.0,35,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,487.345606,Four-Door Car,Small,M,2,0,"(453.6, 513.6]"
PL44132,Arizona,3061.799398,No,Extended,College,1/18/11,Employed,M,"(68532.8, 99981.0]",Suburban,Single,78,9.0,63,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,452.599718,Two-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
MR52087,California,7694.064293,No,Basic,Bachelor,1/4/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,65,13.0,34,0.0,2,Personal Auto,Personal L1,Offer3,Branch,45.152521,Four-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
PX72779,Arizona,7942.174213,No,Basic,Master,1/20/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,66,19.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,402.749918,Four-Door Car,Small,A,1,0,"(383.945, 453.6]"
PX86841,Arizona,6521.368813,Yes,Extended,College,1/9/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,82,26.0,19,3.0,8,Special Auto,Special L2,Offer2,Agent,393.6,Four-Door Car,Medsize,M,1,1,"(383.945, 453.6]"
VB87946,California,4970.357298,No,Basic,College,2/6/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,63,29.0,64,3.0,4,Personal Auto,Personal L3,Offer3,Branch,266.165535,Four-Door Car,Medsize,M,2,0,"(212.799, 302.4]"
XD81935,Oregon,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,65,10.0,56,1.0,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medsize,M,1,1,"(212.799, 302.4]"
LW80918,Oregon,8653.562027,No,Basic,Doctor,2/14/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,72,25.0,92,0.0,2,Personal Auto,Personal L3,Offer4,Agent,89.921281,Two-Door Car,Medsize,M,2,0,"(0.098, 104.085]"
LZ26801,California,8161.576876,No,Basic,High School or Below,2/7/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,102,2.0,71,1.0,6,Personal Auto,Personal L1,Offer3,Call Center,204.74051,SUV,Medsize,M,2,0,"(104.085, 212.799]"
ZW93288,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,"(-0.001, 25820.0]",Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,M,2,1,"(773.434, 2893.24]"
IC47914,California,3548.397966,No,Premium,College,2/11/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,103,17.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,741.6,Four-Door Car,Small,A,2,0,"(599.062, 773.434]"
KZ11847,California,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Divorced,65,9.0,81,0.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Small,A,1,1,"(302.4, 334.039]"
XR52852,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,66,16.0,35,4.0,1,Special Auto,Special L2,Offer1,Branch,316.8,Four-Door Car,Small,M,2,1,"(302.4, 334.039]"
RN65450,California,3059.426954,No,Extended,College,1/30/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,88,26.0,73,0.0,1,Personal Auto,Personal L2,Offer1,Branch,633.6,Four-Door Car,Small,M,1,0,"(599.062, 773.434]"
DY34638,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,M,2,1,"(513.6, 599.062]"
RF14806,Arizona,3095.803437,No,Extended,College,2/18/11,Employed,F,"(25820.0, 44428.0]",Suburban,Divorced,78,15.0,44,0.0,1,Personal Auto,Personal L3,Offer2,Branch,374.4,Four-Door Car,Medsize,M,2,0,"(334.039, 383.945]"
JX27737,California,13452.1928,No,Premium,College,1/25/11,Employed,M,"(25820.0, 44428.0]",Urban,Married,117,11.0,35,2.0,2,Personal Auto,Personal L1,Offer1,Agent,428.490681,Two-Door Car,Medsize,A,1,0,"(383.945, 453.6]"
EB55390,Oregon,2548.509175,No,Basic,Master,2/12/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,64,35.0,12,2.0,1,Special Auto,Special L3,Offer3,Web,162.461078,Four-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
QW40898,Arizona,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,"(-0.001, 25820.0]",Suburban,Married,71,29.0,70,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,398.502948,Four-Door Car,Medsize,A,2,1,"(383.945, 453.6]"
YO11701,Oregon,8022.686194,No,Basic,High School or Below,2/7/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,101,23.0,26,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,484.8,SUV,Small,A,2,0,"(453.6, 513.6]"
PS28082,Arizona,2592.928283,No,Basic,High School or Below,1/28/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,66,7.0,61,0.0,1,Personal Auto,Personal L2,Offer1,Branch,316.8,Four-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
VW70435,Oregon,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,"(-0.001, 25820.0]",Suburban,Married,63,27.0,52,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,M,1,1,"(334.039, 383.945]"
TY30683,Oregon,3527.398513,No,Extended,College,2/6/11,Disabled,F,"(25820.0, 44428.0]",Suburban,Single,96,27.0,50,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,460.8,Four-Door Car,Medsize,M,2,0,"(453.6, 513.6]"
DK32872,Nevada,5234.331741,No,Extended,High School or Below,1/18/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,131,31.0,4,1.0,1,Personal Auto,Personal L1,Offer2,Web,628.8,SUV,Medsize,A,1,0,"(599.062, 773.434]"
RN61682,California,2114.738469,No,Basic,Bachelor,2/19/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,72,30.0,69,5.0,1,Personal Auto,Personal L2,Offer3,Web,518.4,Four-Door Car,Medsize,A,2,0,"(513.6, 599.062]"
FP99321,Washington,2628.171324,No,Extended,High School or Below,2/9/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,89,12.0,73,4.0,1,Personal Auto,Personal L3,Offer1,Branch,640.8,Four-Door Car,Small,A,2,0,"(599.062, 773.434]"
NT19879,Arizona,4766.940473,No,Basic,Bachelor,2/18/11,Medical Leave,F,"(25820.0, 44428.0]",Suburban,Married,64,5.0,20,2.0,5,Personal Auto,Personal L3,Offer1,Call Center,307.2,Four-Door Car,Large,A,2,0,"(302.4, 334.039]"
HK28125,California,24337.38181,No,Extended,High School or Below,1/4/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,85,5.0,15,1.0,2,Personal Auto,Personal L2,Offer2,Agent,612.0,Four-Door Car,Medsize,A,1,0,"(599.062, 773.434]"
XC49176,California,3193.817363,No,Extended,Bachelor,2/10/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,79,0.0,78,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,202.514015,Four-Door Car,Medsize,M,2,0,"(104.085, 212.799]"
KC26486,Arizona,8427.172486,Yes,Extended,Bachelor,2/10/11,Employed,F,"(44428.0, 68532.8]",Suburban,Divorced,215,4.0,21,1.0,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize,A,2,1,"(773.434, 2893.24]"
VF35858,California,15284.33065,No,Basic,Bachelor,2/16/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,190,31.0,90,0.0,9,Personal Auto,Personal L3,Offer3,Web,1090.122048,Luxury Car,Medsize,A,2,0,"(773.434, 2893.24]"
II97469,California,7013.436657,No,Extended,High School or Below,1/24/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,88,7.0,38,0.0,5,Personal Auto,Personal L3,Offer2,Agent,16.37296,Four-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
AP46166,California,4965.491316,No,Basic,High School or Below,1/6/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,73,4.0,71,1.0,8,Personal Auto,Personal L3,Offer3,Call Center,525.6,Two-Door Car,Small,A,1,0,"(513.6, 599.062]"
SV62436,Washington,3041.791561,No,Extended,Bachelor,1/21/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Divorced,79,8.0,49,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,379.2,Four-Door Car,Medsize,A,1,0,"(334.039, 383.945]"
UV52613,Arizona,2722.986709,No,Basic,College,2/3/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Married,71,0.0,79,0.0,1,Personal Auto,Personal L3,Offer4,Agent,340.8,Four-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
PL14941,Nevada,9113.694323,No,Premium,High School or Below,1/6/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,112,13.0,60,0.0,5,Personal Auto,Personal L2,Offer2,Branch,322.046658,Four-Door Car,Small,M,1,0,"(302.4, 334.039]"
CC91503,Arizona,10169.36981,No,Extended,High School or Below,1/3/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,135,32.0,61,0.0,8,Personal Auto,Personal L3,Offer1,Agent,648.0,Sports Car,Medsize,A,1,0,"(599.062, 773.434]"
JA47688,California,3544.541005,No,Extended,Master,2/27/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,90,25.0,20,0.0,1,Personal Auto,Personal L2,Offer3,Branch,502.873215,Two-Door Car,Medsize,A,2,0,"(453.6, 513.6]"
AM34581,Oregon,6680.146801,No,Extended,Bachelor,1/5/11,Employed,F,"(-0.001, 25820.0]",Rural,Married,87,19.0,44,3.0,6,Corporate Auto,Corporate L2,Offer2,Branch,71.10847,Two-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
LD95617,California,4830.908873,No,Basic,Bachelor,1/2/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Divorced,72,3.0,64,0.0,3,Corporate Auto,Corporate L1,Offer3,Agent,345.6,Four-Door Car,Large,M,1,0,"(334.039, 383.945]"
EZ50606,Oregon,23875.47675,No,Basic,High School or Below,2/14/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,108,8.0,55,0.0,2,Corporate Auto,Corporate L3,Offer4,Web,612.102262,SUV,Medsize,A,2,0,"(599.062, 773.434]"
OR33365,California,5171.272924,No,Basic,College,1/16/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,69,13.0,90,0.0,3,Corporate Auto,Corporate L2,Offer1,Agent,344.469652,Two-Door Car,Medsize,A,1,0,"(334.039, 383.945]"
VM69145,California,8722.895091,No,Basic,College,1/17/11,Employed,F,"(-0.001, 25820.0]",Urban,Divorced,73,10.0,93,0.0,2,Personal Auto,Personal L3,Offer1,Agent,332.40907,Two-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
